col/color04/1-FullIns_3.col,color04,1.18,OLD
col/color04/1-FullIns_4.col,color04,2.85,OLD
col/color04/1-FullIns_5.col,color04,600,OLD
col/color04/1-Insertions_4.col,color04,2.73,OLD
col/color04/1-Insertions_5.col,color04,10.77,OLD
col/color04/1-Insertions_6.col,color04,600,OLD
col/color04/2-FullIns_3.col,color04,1.25,OLD
col/color04/2-FullIns_4.col,color04,9.72,OLD
col/color04/2-FullIns_5.col,color04,600,OLD
col/color04/2-Insertions_3.col,color04,1.37,OLD
col/color04/2-Insertions_4.col,color04,1.99,OLD
col/color04/2-Insertions_5.col,color04,600,OLD
col/color04/3-FullIns_3.col,color04,2.07,OLD
col/color04/3-FullIns_4.col,color04,600,OLD
col/color04/3-FullIns_5.col,color04,600,OLD
col/color04/3-Insertions_3.col,color04,1.34,OLD
col/color04/3-Insertions_4.col,color04,12.42,OLD
col/color04/3-Insertions_5.col,color04,600,OLD
col/color04/4-FullIns_3.col,color04,2.99,OLD
col/color04/4-FullIns_4.col,color04,600,OLD
col/color04/4-FullIns_5.col,color04,600,OLD
col/color04/4-Insertions_3.col,color04,1.83,OLD
col/color04/4-Insertions_4.col,color04,32.16,OLD
col/color04/5-FullIns_3.col,color04,10.52,OLD
col/color04/5-FullIns_4.col,color04,600,OLD
col/color04/abb313GPIA.col,color04,600,OLD
col/color04/anna.col,color04,0.49,OLD
col/color04/ash331GPIA.col,color04,0.87,OLD
col/color04/ash608GPIA.col,color04,1.13,OLD
col/color04/ash958GPIA.col,color04,1.28,OLD
col/color04/david.col,color04,0.48,OLD
col/color04/DSJC1000.1.col,color04,16.16,OLD
col/color04/DSJC1000.5.col,color04,41.58,OLD
col/color04/DSJC1000.9.col,color04,76.93,OLD
col/color04/DSJC125.1.col,color04,2.09,OLD
col/color04/DSJC125.5.col,color04,4.42,OLD
col/color04/DSJC125.9.col,color04,5.93,OLD
col/color04/DSJC250.1.col,color04,5.18,OLD
col/color04/DSJC250.5.col,color04,8.36,OLD
col/color04/DSJC250.9.col,color04,9.88,OLD
col/color04/DSJC500.1.col,color04,8.34,OLD
col/color04/DSJC500.5.col,color04,13.75,OLD
col/color04/DSJC500.9.col,color04,18.77,OLD
col/color04/DSJR500.1.col,color04,12.81,OLD
col/color04/DSJR500.1c.col,color04,26.79,OLD
col/color04/DSJR500.5.col,color04,11.76,OLD
col/color04/fpsol2.i.1.col,color04,21.71,OLD
col/color04/fpsol2.i.2.col,color04,600,OLD
col/color04/fpsol2.i.3.col,color04,600,OLD
col/color04/games120.col,color04,2.95,OLD
